data:text/csv;charset=utf-8,
year,occupation_family,occupation_group,average_age,average_wage,wage,jobs,average_establishment_size,color,icon,ID CBO
2004,"Operadores de Máquinas de Costurar e Montar Calçados","Trabalhadores Especializados da Produção",43,491.13,1473.4,3,1,"#9EDAE5","/static/img/icons/occupation_group/occupation_group_7.png","7642"
2004,"Diretores de Espetáculos","Profissionais das Ciências e das Artes",38,643,339506.24,528,17,"#CC0000","/static/img/icons/occupation_group/occupation_group_2.png","2622"
2004,"Técnicos do Mobiliário","Técnicos de Nível Médio",39,490.72,8342.29,17,1,"#D66011","/static/img/icons/occupation_group/occupation_group_3.png","3192"
2004,"Artistas de Circo","Técnicos de Nível Médio",39,362.43,298645.81,824,206,"#D66011","/static/img/icons/occupation_group/occupation_group_3.png","3762"
2004,"Encadernadores de Livros","Trabalhadores Especializados da Produção",45,1350.76,151285.93,112,3,"#9EDAE5","/static/img/icons/occupation_group/occupation_group_7.png","7687"
2004,"Operadores de Fiação","Trabalhadores Especializados da Produção",44,628.87,17608.57,28,1,"#9EDAE5","/static/img/icons/occupation_group/occupation_group_7.png","7612"
2004,"Mecânicos de Equipamentos Esportivos","Trabalhadores de Manutenção e Reparação",42,586.66,22293.23,38,3,"#581F05","/static/img/icons/occupation_group/occupation_group_9.png","9193"
2004,"Pescadores de Água Costeira e Alto Mar","Trabalhadores Agropecuários, Florestais e da Pesca",48,1495.92,8975.54,6,2,"#105B10","/static/img/icons/occupation_group/occupation_group_6.png","6312"
2004,"Físicos","Profissionais das Ciências e das Artes",44,2528.6,414691.29,164,3,"#CC0000","/static/img/icons/occupation_group/occupation_group_2.png","2131"
2004,"Técnicos de Elevadores","Trabalhadores de Manutenção e Reparação",47,952.22,249482.46,262,8,"#581F05","/static/img/icons/occupation_group/occupation_group_9.png","9541"
2004,"Operadores de Máquinas de Conformação de Materiais","Trabalhadores Especializados da Produção",44,629.16,16987.58,27,3,"#9EDAE5","/static/img/icons/occupation_group/occupation_group_7.png","7245"
2004,"Projetistas de Produtos e Serviços","Técnicos de Nível Médio",48,675.46,4728.28,7,1,"#D66011","/static/img/icons/occupation_group/occupation_group_3.png","3188"
2004,"Trabalhadores de Moldagem de Metais","Trabalhadores Especializados da Produção",45,749.43,69697.73,93,6,"#9EDAE5","/static/img/icons/occupation_group/occupation_group_7.png","7223"
2004,"Vendedores Ambulantes","Trabalhadores de Serviços e Comércio",39,307.47,922.43,3,1,"#17BCEF","/static/img/icons/occupation_group/occupation_group_5.png","5243"
2004,"Técnicos de Imobilizações Ortopédicas","Técnicos de Nível Médio",36,1002.22,86191.73,86,3,"#D66011","/static/img/icons/occupation_group/occupation_group_3.png","3226"
2004,"Produtores Agrícolas Polivalentes","Trabalhadores Agropecuários, Florestais e da Pesca",47,361.29,3612.9,10,1,"#105B10","/static/img/icons/occupation_group/occupation_group_6.png","6120"
2004,"Corretores de Imóveis","Técnicos de Nível Médio",45,1015.13,10151.36,10,2,"#D66011","/static/img/icons/occupation_group/occupation_group_3.png","3546"
2004,"Produtores de Animais e Insetos","Trabalhadores Agropecuários, Florestais e da Pesca",28,296.29,1185.19,4,4,"#105B10","/static/img/icons/occupation_group/occupation_group_6.png","6134"
2004,"Dirigentes de Entidades Religiosas","Dirigentes",35,595.9,8938.58,15,5,"#752277","/static/img/icons/occupation_group/occupation_group_1.png","1143"
2004,"Operadores de Destilação, Evaporação e Reação","Trabalhadores da Indústria",42,764.49,42811.47,56,6,"#FFC41C","/static/img/icons/occupation_group/occupation_group_8.png","8114"
2004,"Atletas Profissionais","Técnicos de Nível Médio",39,832.75,28313.81,34,1,"#D66011","/static/img/icons/occupation_group/occupation_group_3.png","3771"
2004,"Operadores de Equipamentos de Massas","Trabalhadores da Indústria",44,500.36,24017.7,48,2,"#FFC41C","/static/img/icons/occupation_group/occupation_group_8.png","8418"
2004,"Supervisores da Indústria Têxtil","Trabalhadores Especializados da Produção",40,494.89,4948.98,10,2,"#9EDAE5","/static/img/icons/occupation_group/occupation_group_7.png","7601"
2004,"Operadores de Tear","Trabalhadores Especializados da Produção",44,764.5,4587.01,6,1,"#9EDAE5","/static/img/icons/occupation_group/occupation_group_7.png","7613"
2004,"Técnicos em Mecatrônica","Técnicos de Nível Médio",36,449.28,4492.89,10,1,"#D66011","/static/img/icons/occupation_group/occupation_group_3.png","3001"
2004,"Trabalhadores de Apoio à Pesca","Trabalhadores Agropecuários, Florestais e da Pesca",39,235.48,8713,37,37,"#105B10","/static/img/icons/occupation_group/occupation_group_6.png","6314"
2004,"Engenheiros Metalurgistas","Profissionais das Ciências e das Artes",48,4491.82,116787.34,26,5,"#CC0000","/static/img/icons/occupation_group/occupation_group_2.png","2146"
2004,"Aplicadores de Pisos e Revestimentos","Trabalhadores Especializados da Produção",43,568.04,40899.02,72,2,"#9EDAE5","/static/img/icons/occupation_group/occupation_group_7.png","7165"
2004,"Revestidores de Concreto","Trabalhadores Especializados da Produção",43,493.78,16295,33,2,"#9EDAE5","/static/img/icons/occupation_group/occupation_group_7.png","7161"
2004,"Dançarinos","Técnicos de Nível Médio",35,1618.17,56636.25,35,17,"#D66011","/static/img/icons/occupation_group/occupation_group_3.png","3761"
2004,"Operadores de Produção e Refino de Petróleo e Gás","Trabalhadores da Indústria",54,586.42,12901.38,22,11,"#FFC41C","/static/img/icons/occupation_group/occupation_group_8.png","8115"
2004,"Afiadores e Polidores de Metais","Trabalhadores Especializados da Produção",44,625.95,13144.98,21,2,"#9EDAE5","/static/img/icons/occupation_group/occupation_group_7.png","7213"
2004,"Técnicos do Vestuário","Técnicos de Nível Médio",50,691.99,6919.96,10,5,"#D66011","/static/img/icons/occupation_group/occupation_group_3.png","3191"
2004,"Desenhistas Técnicos","Técnicos de Nível Médio",47,930.85,6516.01,7,2,"#D66011","/static/img/icons/occupation_group/occupation_group_3.png","3183"
2004,"Montadores de Instrumentos de Precisão","Trabalhadores Especializados da Produção",45,537.66,10753.33,20,2,"#9EDAE5","/static/img/icons/occupation_group/occupation_group_7.png","7411"
2004,"Trabalhadores da Preparação da Confecção de Calçados","Trabalhadores Especializados da Produção",55,608.66,608.66,1,1,"#9EDAE5","/static/img/icons/occupation_group/occupation_group_7.png","7641"
2004,"Trabalhadores Subaquáticos","Trabalhadores Especializados da Produção",33,537.1,1074.2,2,2,"#9EDAE5","/static/img/icons/occupation_group/occupation_group_7.png","7817"
2004,"Operadores de Moagem e Mistura de Materiais","Trabalhadores da Indústria",42,1162.73,33719.42,29,3,"#FFC41C","/static/img/icons/occupation_group/occupation_group_8.png","8111"
2004,"Agricultores nas Culturas de Plantas Estimulantes","Trabalhadores Agropecuários, Florestais e da Pesca",45,590.94,9455.07,16,5,"#105B10","/static/img/icons/occupation_group/occupation_group_6.png","6226"
2004,"Montadores de Máquinas em Linhas de Montagem","Trabalhadores Especializados da Produção",52,1113.41,22268.21,20,3,"#9EDAE5","/static/img/icons/occupation_group/occupation_group_7.png","7251"
2004,"Mecânicos de Aparelhos de Refrigeração","Trabalhadores de Manutenção e Reparação",37,349.05,16056.31,46,4,"#581F05","/static/img/icons/occupation_group/occupation_group_9.png","9112"
2004,"Trabalhadores na Fabricação de Bebidas","Trabalhadores da Indústria",51,357.34,1786.73,5,2,"#FFC41C","/static/img/icons/occupation_group/occupation_group_8.png","8417"
2004,"Supervisores da Mecânica de Instrumentos","Trabalhadores Especializados da Produção",38,560.8,3364.84,6,1,"#9EDAE5","/static/img/icons/occupation_group/occupation_group_7.png","7401"
2004,"Supervisores na Confecção de Calçados","Trabalhadores Especializados da Produção",28,720.38,720.38,1,1,"#9EDAE5","/static/img/icons/occupation_group/occupation_group_7.png","7604"
2004,"Designer de Interiores","Profissionais das Ciências e das Artes",52,2687.96,8063.9,3,1,"#CC0000","/static/img/icons/occupation_group/occupation_group_2.png","2629"
2004,"Artesãos da Madeira","Trabalhadores Especializados da Produção",42,529.39,6882.11,13,2,"#9EDAE5","/static/img/icons/occupation_group/occupation_group_7.png","7764"
2004,"Trabalhadores Polivalentes de Couros e Peles","Trabalhadores Especializados da Produção",27,1122.9,2245.8,2,2,"#9EDAE5","/static/img/icons/occupation_group/occupation_group_7.png","7620"
2004,"Extrativistas de Substâncias Medicinais","Trabalhadores Agropecuários, Florestais e da Pesca",60,0,0,1,1,"#105B10","/static/img/icons/occupation_group/occupation_group_6.png","6325"
2004,"Operadores de Veículos Subaquáticos","Trabalhadores Especializados da Produção",46,730.98,13888.65,19,4,"#9EDAE5","/static/img/icons/occupation_group/occupation_group_7.png","7813"
2004,"Engenheiros Mecatrônicos","Profissionais das Ciências e das Artes",40,678.08,4068.53,6,6,"#CC0000","/static/img/icons/occupation_group/occupation_group_2.png","2021"
2004,"Operadores de Usinagem de Madeira CNC","Trabalhadores Especializados da Produção",40,703.57,11257.17,16,8,"#9EDAE5","/static/img/icons/occupation_group/occupation_group_7.png","7735"
2004,"Operadores de Prensagem de Placas","Trabalhadores Especializados da Produção",42,737.87,5165.13,7,7,"#9EDAE5","/static/img/icons/occupation_group/occupation_group_7.png","7732"
2004,"Supervisores de Produção de Farmacêuticos","Trabalhadores da Indústria",37,1191.77,3575.32,3,1,"#FFC41C","/static/img/icons/occupation_group/occupation_group_8.png","8103"
2004,"Supervisores de Materiais de Construção","Trabalhadores da Indústria",32,311,311,1,1,"#FFC41C","/static/img/icons/occupation_group/occupation_group_8.png","8202"
2005,"Assistentes Administrativos","Trabalhadores de Serviços Administrativos",41,1371.56,1707547005.88,1244964,118,"#B7834B","/static/img/icons/occupation_group/occupation_group_4.png","4110"
2005,"Recepcionistas","Trabalhadores de Serviços Administrativos",41,621.1,18656020.5,30037,10,"#B7834B","/static/img/icons/occupation_group/occupation_group_4.png","4221"
2005,"Técnicos e Auxiliares de Enfermagem","Técnicos de Nível Médio",41,959.33,201370153.98,209906,43,"#D66011","/static/img/icons/occupation_group/occupation_group_3.png","3222"
2005,"Professores do Ensino Fundamental 2","Profissionais das Ciências e das Artes",41,1203.51,125964370.71,104664,70,"#CC0000","/static/img/icons/occupation_group/occupation_group_2.png","2313"
2005,"Lixeiros","Trabalhadores de Serviços e Comércio",43,477.12,190625123.14,399529,68,"#17BCEF","/static/img/icons/occupation_group/occupation_group_5.png","5142"
2005,"Fiscais de Tributos","Profissionais das Ciências e das Artes",43,5126.55,181111002.61,35328,12,"#CC0000","/static/img/icons/occupation_group/occupation_group_2.png","2544"
2005,"Técnicos em Contabilidade","Técnicos de Nível Médio",42,1676.15,21567148.28,12867,4,"#D66011","/static/img/icons/occupation_group/occupation_group_3.png","3511"
2005,"Operadores de Máquinas da Extração Mineral","Trabalhadores Especializados da Produção",44,827.6,902915.51,1091,4,"#9EDAE5","/static/img/icons/occupation_group/occupation_group_7.png","7112"
2005,"Dirigentes do Serviço Público","Dirigentes",42,1835.28,696915531.82,379731,62,"#752277","/static/img/icons/occupation_group/occupation_group_1.png","1114"
2005,"Agentes de Saúde","Trabalhadores de Serviços e Comércio",35,497.06,54939160.67,110528,29,"#17BCEF","/static/img/icons/occupation_group/occupation_group_5.png","5151"
2005,"Auxiliares de Contabilidade","Trabalhadores de Serviços Administrativos",39,1667.05,12092796.89,7254,4,"#B7834B","/static/img/icons/occupation_group/occupation_group_4.png","4131"
2005,"Ajudantes de Obras Civis","Trabalhadores Especializados da Produção",43,531.49,25902485.25,48735,31,"#9EDAE5","/static/img/icons/occupation_group/occupation_group_7.png","7170"
2005,"Outros Profissionais de Ensino","Profissionais das Ciências e das Artes",42,1642.75,65705241.11,39997,13,"#CC0000","/static/img/icons/occupation_group/occupation_group_2.png","2394"
2005,"Motoristas de Veículos de Passageiros","Trabalhadores Especializados da Produção",44,905.82,83981820.48,92713,16,"#9EDAE5","/static/img/icons/occupation_group/occupation_group_7.png","7823"
2005,"Agentes Fiscais","Técnicos de Nível Médio",40,1203.44,6637006.68,5515,16,"#D66011","/static/img/icons/occupation_group/occupation_group_3.png","3523"
2005,"Vigilantes e Guardas de Segurança","Trabalhadores de Serviços e Comércio",40,1250.82,118514199.4,94749,41,"#17BCEF","/static/img/icons/occupation_group/occupation_group_5.png","5173"
2005,"Engenheiros Civis","Profissionais das Ciências e das Artes",47,4042.3,45839771.51,11340,5,"#CC0000","/static/img/icons/occupation_group/occupation_group_2.png","2142"
2005,"Contadores","Profissionais das Ciências e das Artes",44,5699.04,69847484.62,12256,4,"#CC0000","/static/img/icons/occupation_group/occupation_group_2.png","2522"
2005,"Supervisores da Construção Civil","Trabalhadores Especializados da Produção",46,923.92,6360282.87,6884,7,"#9EDAE5","/static/img/icons/occupation_group/occupation_group_7.png","7102"
2005,"Guias de Turismo","Trabalhadores de Serviços e Comércio",39,766.92,118106.6,154,3,"#17BCEF","/static/img/icons/occupation_group/occupation_group_5.png","5114"
2005,"Montadores de Estruturas","Trabalhadores Especializados da Produção",48,816.59,3678782.41,4505,3,"#9EDAE5","/static/img/icons/occupation_group/occupation_group_7.png","7155"
2005,"Supervisores Administrativos","Trabalhadores de Serviços Administrativos",44,978.58,176957121.31,180830,51,"#B7834B","/static/img/icons/occupation_group/occupation_group_4.png","4101"
2005,"Técnicos Agrícolas","Técnicos de Nível Médio",40,1198.83,7673766.36,6401,4,"#D66011","/static/img/icons/occupation_group/occupation_group_3.png","3211"
2005,"Apresentadores","Técnicos de Nível Médio",35,863.4,111379.35,129,5,"#D66011","/static/img/icons/occupation_group/occupation_group_3.png","3763"
2005,"Advogados","Profissionais das Ciências e das Artes",41,4378.99,57347275.36,13096,3,"#CC0000","/static/img/icons/occupation_group/occupation_group_2.png","2410"
2005,"Mecânicos de Veículos Automotores","Trabalhadores de Manutenção e Reparação",43,826.32,4635684.8,5610,3,"#581F05","/static/img/icons/occupation_group/occupation_group_9.png","9144"
2005,"Assistentes Sociais","Profissionais das Ciências e das Artes",43,1972.41,47491781.96,24078,7,"#CC0000","/static/img/icons/occupation_group/occupation_group_2.png","2516"
2005,"Médicos","Profissionais das Ciências e das Artes",45,2766.61,417833034.59,151027,40,"#CC0000","/static/img/icons/occupation_group/occupation_group_2.png","2231"
2005,"Trabalhadores de Forjamento de Metais","Trabalhadores Especializados da Produção",51,1462.75,232578.19,159,4,"#9EDAE5","/static/img/icons/occupation_group/occupation_group_7.png","7221"
2005,"Administradores","Profissionais das Ciências e das Artes",43,3579.67,57153024.82,15966,10,"#CC0000","/static/img/icons/occupation_group/occupation_group_2.png","2521"
2005,"Almoxarifes","Trabalhadores de Serviços Administrativos",42,1094.35,5778191.17,5280,3,"#B7834B","/static/img/icons/occupation_group/occupation_group_4.png","4141"
2005,"Cirurgiões-Dentistas","Profissionais das Ciências e das Artes",41,2068.63,75488691.23,36492,9,"#CC0000","/static/img/icons/occupation_group/occupation_group_2.png","2232"
2005,"Técnicos em Produção Alimentos","Técnicos de Nível Médio",41,915.96,695213.76,759,10,"#D66011","/static/img/icons/occupation_group/occupation_group_3.png","3252"
2005,"Escavadores","Trabalhadores Especializados da Produção",45,940.8,16575153.33,17618,6,"#9EDAE5","/static/img/icons/occupation_group/occupation_group_7.png","7151"
2005,"Cientistas da Informação","Profissionais das Ciências e das Artes",45,2597.45,9558622.97,3680,4,"#CC0000","/static/img/icons/occupation_group/occupation_group_2.png","2612"
2005,"Farmacêuticos","Profissionais das Ciências e das Artes",41,2055.46,22930812.69,11156,4,"#CC0000","/static/img/icons/occupation_group/occupation_group_2.png","2234"
2005,"Economistas","Profissionais das Ciências e das Artes",46,3703.08,13097817.89,3537,5,"#CC0000","/static/img/icons/occupation_group/occupation_group_2.png","2512"
2005,"Trabalhadores da Pré-impressão Gráfica","Trabalhadores Especializados da Produção",40,1406.1,213727.33,152,2,"#9EDAE5","/static/img/icons/occupation_group/occupation_group_7.png","7661"
2005,"Operadores de Telefonia","Trabalhadores de Serviços Administrativos",40,704.85,10945643.43,15529,4,"#B7834B","/static/img/icons/occupation_group/occupation_group_4.png","4222"
2005,"Professores Leigos no Ensino Fundamental","Técnicos de Nível Médio",39,837.81,22068760.87,26341,30,"#D66011","/static/img/icons/occupation_group/occupation_group_3.png","3321"
2005,"Antropologistas","Profissionais das Ciências e das Artes",44,2427.36,2313281.37,953,3,"#CC0000","/static/img/icons/occupation_group/occupation_group_2.png","2511"
2005,"Diretores Administrativos e Financeiros","Dirigentes",41,2058.1,31030040.71,15077,7,"#752277","/static/img/icons/occupation_group/occupation_group_1.png","1231"
2005,"Psicólogos e Psicanalistas","Profissionais das Ciências e das Artes",41,1827.23,25310866,13852,5,"#CC0000","/static/img/icons/occupation_group/occupation_group_2.png","2515"
2005,"Trabalhadores Polivalentes da Confecção de Roupas","Trabalhadores Especializados da Produção",51,937.93,369547.91,394,2,"#9EDAE5","/static/img/icons/occupation_group/occupation_group_7.png","7630"
2005,"Supervisores de Manutenção de Máquinas","Trabalhadores de Manutenção e Reparação",44,1220.84,311315.48,255,3,"#581F05","/static/img/icons/occupation_group/occupation_group_9.png","9101"
2005,"Gerentes de Recursos Humanos","Dirigentes",39,1410.16,1889626.68,1340,2,"#752277","/static/img/icons/occupation_group/occupation_group_1.png","1422"
2005,"Veterinários e Zootecnistas","Profissionais das Ciências e das Artes",43,2560.22,12509255.34,4886,2,"#CC0000","/static/img/icons/occupation_group/occupation_group_2.png","2233"
2005,"Trabalhadores da Mecanização Agropecuária","Trabalhadores Agropecuários, Florestais e da Pesca",43,749.05,3027678.45,4042,3,"#105B10","/static/img/icons/occupation_group/occupation_group_6.png","6410"
2005,"Auxiliares de Documentação","Trabalhadores de Serviços Administrativos",39,667.69,2305559.67,3453,5,"#B7834B","/static/img/icons/occupation_group/occupation_group_4.png","4151"
2005,"Mecânicos de Bombas e Motores","Trabalhadores de Manutenção e Reparação",41,708.28,228775.6,323,2,"#581F05","/static/img/icons/occupation_group/occupation_group_9.png","9111"
2005,"Trabalhadores de Conservação de Estradas","Trabalhadores de Manutenção e Reparação",43,501.46,25448671.71,50749,42,"#581F05","/static/img/icons/occupation_group/occupation_group_9.png","9922"
2005,"Engenheiros Agrossilvipecuários","Profissionais das Ciências e das Artes",47,3706.62,19989817.66,5393,4,"#CC0000","/static/img/icons/occupation_group/occupation_group_2.png","2221"
2005,"Professores Práticos no Ensino Profissionalizante","Técnicos de Nível Médio",39,799.33,1759335.76,2201,16,"#D66011","/static/img/icons/occupation_group/occupation_group_3.png","3322"
2005,"Outros Trabalhadores dos Serviços","Trabalhadores de Serviços e Comércio",40,505.92,2511927.88,4965,8,"#17BCEF","/static/img/icons/occupation_group/occupation_group_5.png","5199"
2005,"Auditores Fiscais e Técnicos da Receita Federal","Profissionais das Ciências e das Artes",45,9783.71,115663137.73,11822,197,"#CC0000","/static/img/icons/occupation_group/occupation_group_2.png","2541"
2005,"Operadores de Instalações de Água","Trabalhadores da Indústria",43,949.36,2108546.46,2221,8,"#FFC41C","/static/img/icons/occupation_group/occupation_group_8.png","8622"
2005,"Técnicos em Cinematografia","Técnicos de Nível Médio",49,1266.51,249503.36,197,4,"#D66011","/static/img/icons/occupation_group/occupation_group_3.png","3721"
2005,"Técnicos em Serviços Bancários","Técnicos de Nível Médio",40,1355.07,1169433.55,863,1,"#D66011","/static/img/icons/occupation_group/occupation_group_3.png","3532"
2005,"Analistas de Tecnologia da Informação","Profissionais das Ciências e das Artes",40,4777.57,42826151.65,8964,12,"#CC0000","/static/img/icons/occupation_group/occupation_group_2.png","2124"
2005,"Encanadores","Trabalhadores Especializados da Produção",45,743.38,5880158.17,7910,6,"#9EDAE5","/static/img/icons/occupation_group/occupation_group_7.png","7241"
2005,"Agricultores de Gramíneas","Trabalhadores Agropecuários, Florestais e da Pesca",43,411.46,5760.51,14,2,"#105B10","/static/img/icons/occupation_group/occupation_group_6.png","6221"
2005,"Trabalhadores Polivalentes de Animais","Trabalhadores Agropecuários, Florestais e da Pesca",46,888.54,712610.72,802,4,"#105B10","/static/img/icons/occupation_group/occupation_group_6.png","6230"
2005,"Trabalhadores de Carga e Descarga de Mercadorias","Trabalhadores Especializados da Produção",40,538.74,455243.42,845,7,"#9EDAE5","/static/img/icons/occupation_group/occupation_group_7.png","7832"
2005,"Trabalhadores Agropecuários em Geral","Trabalhadores Agropecuários, Florestais e da Pesca",46,865.56,4922463.81,5687,28,"#105B10","/static/img/icons/occupation_group/occupation_group_6.png","6210"
2005,"Delegados de Polícia","Profissionais das Ciências e das Artes",44,6262.18,42063105.98,6717,191,"#CC0000","/static/img/icons/occupation_group/occupation_group_2.png","2423"
2005,"Agentes de Investigação","Técnicos de Nível Médio",41,2142.05,66834153.47,31201,445,"#D66011","/static/img/icons/occupation_group/occupation_group_3.png","3518"
2005,"Relações Públicas","Profissionais das Ciências e das Artes",45,2231.39,8985830.48,4027,6,"#CC0000","/static/img/icons/occupation_group/occupation_group_2.png","2531"
2005,"Diretores Gerais","Dirigentes",41,1653.31,8714624.68,5271,7,"#752277","/static/img/icons/occupation_group/occupation_group_1.png","1210"
2005,"Profissionais de Recursos Humanos","Profissionais das Ciências e das Artes",41,2247.82,1081203.98,481,2,"#CC0000","/static/img/icons/occupation_group/occupation_group_2.png","2524"
2005,"Técnicos em Segurança do Trabalho","Técnicos de Nível Médio",38,1328.73,2726570.36,2052,8,"#D66011","/static/img/icons/occupation_group/occupation_group_3.png","3516"
2005,"Profissionais da Educação Física","Profissionais das Ciências e das Artes",40,1437.96,5715898.89,3975,5,"#CC0000","/static/img/icons/occupation_group/occupation_group_2.png","2241"
2005,"Trabalhadores Florestais Polivalentes","Trabalhadores Agropecuários, Florestais e da Pesca",46,502.07,170201.92,339,4,"#105B10","/static/img/icons/occupation_group/occupation_group_6.png","6320"
2005,"Técnicos Ambientais e Efluentes","Técnicos de Nível Médio",39,1706.87,841490.33,493,4,"#D66011","/static/img/icons/occupation_group/occupation_group_3.png","3115"
2005,"Projetistas de Construção Civil","Técnicos de Nível Médio",42,1519.36,873633.24,575,2,"#D66011","/static/img/icons/occupation_group/occupation_group_3.png","3185"
2005,"Técnicos Eletricistas","Técnicos de Nível Médio",42,1636.7,2049156.06,1252,3,"#D66011","/static/img/icons/occupation_group/occupation_group_3.png","3131"
2005,"Técnicos de Elevadores","Trabalhadores de Manutenção e Reparação",47,975.77,241016.61,247,8,"#581F05","/static/img/icons/occupation_group/occupation_group_9.png","9541"
2005,"Supervisores das Artes Gráficas","Trabalhadores Especializados da Produção",37,914.36,77721.08,85,4,"#9EDAE5","/static/img/icons/occupation_group/occupation_group_7.png","7606"
2005,"Membros do Ministério Público","Profissionais das Ciências e das Artes",40,17177.22,80080240.67,4662,77,"#CC0000","/static/img/icons/occupation_group/occupation_group_2.png","2422"
2005,"Pescadores","Técnicos de Nível Médio",45,628.79,164743.65,262,5,"#D66011","/static/img/icons/occupation_group/occupation_group_3.png","3412"
2005,"Gerentes Administrativos e Financeiros","Dirigentes",39,2357.88,30190365.38,12804,13,"#752277","/static/img/icons/occupation_group/occupation_group_1.png","1421"
2005,"Técnicos em Biologia","Técnicos de Nível Médio",40,1050.9,31527.04,30,1,"#D66011","/static/img/icons/occupation_group/occupation_group_3.png","3201"
2005,"Astrólogos e Numerólogos","Trabalhadores de Serviços e Comércio",45,1617.14,1022034.02,632,12,"#17BCEF","/static/img/icons/occupation_group/occupation_group_5.png","5167"
2005,"Engenheiros de Produção","Profissionais das Ciências e das Artes",46,3326.8,2571622.97,773,5,"#CC0000","/static/img/icons/occupation_group/occupation_group_2.png","2149"
2005,"Trabalhadores de Laboratório Fotográfico","Trabalhadores Especializados da Produção",45,1496.74,1707787.57,1141,8,"#9EDAE5","/static/img/icons/occupation_group/occupation_group_7.png","7664"
2005,"Diretores de Obras em Construção","Dirigentes",45,1348.49,569064.68,422,1,"#752277","/static/img/icons/occupation_group/occupation_group_1.png","1223"
2005,"Técnicos em Farmácia","Técnicos de Nível Médio",40,841.7,1060544.86,1260,6,"#D66011","/static/img/icons/occupation_group/occupation_group_3.png","3251"
2005,"Reparadores de Carrocerias de Veículos","Trabalhadores de Manutenção e Reparação",45,820.21,209975.83,256,1,"#581F05","/static/img/icons/occupation_group/occupation_group_9.png","9913"
2005,"Marceneiros","Trabalhadores Especializados da Produção",47,1027.03,1164660.15,1134,2,"#9EDAE5","/static/img/icons/occupation_group/occupation_group_7.png","7711"
2005,"Técnicos em Telecomunicações","Técnicos de Nível Médio",43,1895.64,763945.34,403,3,"#D66011","/static/img/icons/occupation_group/occupation_group_3.png","3133"
2005,"Lubrificadores","Trabalhadores de Manutenção e Reparação",45,795.93,347825.49,437,2,"#581F05","/static/img/icons/occupation_group/occupation_group_9.png","9191"
2005,"Professores na Educação Infantil","Profissionais das Ciências e das Artes",39,1504.74,54118029.04,35965,40,"#CC0000","/static/img/icons/occupation_group/occupation_group_2.png","2311"
2005,"Trabalhadores da Manutenção de Trilhos","Trabalhadores de Manutenção e Reparação",48,784.27,542715.09,692,5,"#581F05","/static/img/icons/occupation_group/occupation_group_9.png","9911"
2005,"Operadores de Telemarketing","Trabalhadores de Serviços Administrativos",37,728.91,108609,149,5,"#B7834B","/static/img/icons/occupation_group/occupation_group_4.png","4223"
2005,"Artesãos da Confecção de Artefatos de Couros e Peles","Trabalhadores Especializados da Produção",45,1150.88,1245259.2,1082,23,"#9EDAE5","/static/img/icons/occupation_group/occupation_group_7.png","7683"
2005,"Auditores Fiscais do Trabalho","Profissionais das Ciências e das Artes",41,2992.15,6436123.31,2151,11,"#CC0000","/static/img/icons/occupation_group/occupation_group_2.png","2543"
2005,"Trabalhadores dos Serviços Funerários","Trabalhadores de Serviços e Comércio",43,1247.61,905771.81,726,5,"#17BCEF","/static/img/icons/occupation_group/occupation_group_5.png","5165"
2005,"Diretores de Serviços Sociais","Dirigentes",39,1086.41,3490648.14,3213,3,"#752277","/static/img/icons/occupation_group/occupation_group_1.png","1311"
2005,"Modelos","Técnicos de Nível Médio",51,1990.71,5972.14,3,1,"#D66011","/static/img/icons/occupation_group/occupation_group_3.png","3764"
2005,"Professores de Exatas do Ensino Superior","Profissionais das Ciências e das Artes",37,1028.19,1347969.07,1311,19,"#CC0000","/static/img/icons/occupation_group/occupation_group_2.png","2341"
2005,"Técnicos Mecânicos","Técnicos de Nível Médio",44,1187.27,1306003.53,1100,4,"#D66011","/static/img/icons/occupation_group/occupation_group_3.png","3141"
2005,"Arquivistas e Museólogos","Profissionais das Ciências e das Artes",43,2785.58,2275825.19,817,2,"#CC0000","/static/img/icons/occupation_group/occupation_group_2.png","2613"
2005,"Profissionais de Astronomia e Afins","Profissionais das Ciências e das Artes",47,2861.34,260382.62,91,5,"#CC0000","/static/img/icons/occupation_group/occupation_group_2.png","2133"
2005,"Ajustadores Mecânicos Polivalentes","Trabalhadores Especializados da Produção",44,874.92,400716.66,458,3,"#9EDAE5","/static/img/icons/occupation_group/occupation_group_7.png","7250"
2005,"Trabalhadores de Soldagem","Trabalhadores Especializados da Produção",45,888.6,798853.68,899,2,"#9EDAE5","/static/img/icons/occupation_group/occupation_group_7.png","7243"
2005,"Trabalhadores da Mecanização Florestal","Trabalhadores Agropecuários, Florestais e da Pesca",41,704.26,153530.24,218,3,"#105B10","/static/img/icons/occupation_group/occupation_group_6.png","6420"
2005,"Professores de Ciências Biomédicas do Ensino Superior","Profissionais das Ciências e das Artes",43,1074.15,127296405.24,118508,1234,"#CC0000","/static/img/icons/occupation_group/occupation_group_2.png","2344"
2005,"Técnicos em Próteses Ortopédicas","Técnicos de Nível Médio",40,638.42,1272376.81,1993,47,"#D66011","/static/img/icons/occupation_group/occupation_group_3.png","3225"
2005,"Camareiros e Roupeiros","Trabalhadores de Serviços e Comércio",39,527.52,112362.09,213,9,"#17BCEF","/static/img/icons/occupation_group/occupation_group_5.png","5133"
